,Laptop Brand,Price,Country of Origin,Series,Model,Utility,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Aspect Ratio,Anti Glare Screen,Features,Ethernet,WiFi,Bluetooth,USB Ports,HDMI,Fingerprint Sensor,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Touchpad,Inbuilt Microphone,Speakers,Sound,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,RAM,Solid State Drive,Sales Package,Security Lock Port,Chipset,Dedicated Memory,Maximum RAM Supported,Battery,Adapter Type,Other Features,USB Port Details,Battery Backup,RAM Slots,Hard Disk Capacity,Hard Disk Speed,Hard Disk Interface,Card Reader,RAM Bus Speed,Included Software,Thunderbolt,Optane Memory,Rear Camera,GPU Clock Speed,VGA,Optical Drive Speed
357,Lenovo,"₹89,990",,Core i7,8750H,Gaming,Netbook,Windows 10 Home Basic (64-bit),,2.3 kg,1 Year,Full HD,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"FHD IPS LED-Backlit Display, 3 sided Narrow Bezel",,802.11 a/b/g/n/ac,v4.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Gaming Keyboard,,Multi-touch Gesture Support,Internal Microphone,Dual Speakers,,No,Intel Core i7-8750H ,"2.2 GHz, Hexa Core Turbo Boost Upto 4.1 GHz",9 MB,NVIDIA,8th Gen,NVIDIA GeForce GTX 1050,8 GB DDR4,128 GB,,,,4 GB,Upto 16 GB,3 Cell Battery,,,,,1,1 TB,5400 RPM,SATA,Yes,2133 MHz,,,,,,,
358,MSI,"₹74,999",,Core i7,8750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),397 x 260 x 23 mm,2.2 kg,2 years Warranty,LED ,No,17.3 inches,1920 x 1080 pixels,~ 127,,Yes,Full HD LED Backlit IPS Display,Realtek RTL8111H Ethernet,Intel Wireless AC 9462 (1x1),v5,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Backlight Keyboard (Single Color - Red),Yes,Multi-Touch Gestures Enabled,Built-in Microphone,Built-in Dual Speakers,2 x 2 W Speakers,No,Intel Core i7-8750H ,"2.2 GHz, Hexa Core Turbo Boost Upto 4.1 GHz",9 MB,NVIDIA,8th Gen,NVIDIA Geforce GTX 1050 Ti,8 GB DDR4,128 GB,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",,Intel HM370,GDDR5 4 GB,Upto 32 GB,3 Cell Battery,135W Adapter,Li-ion Battery,,Upto 7 hours,1,1 TB,5400 RPM,SATA,Yes,2400 MHz,"Cooler Boost 3, Dragon Center 2.0, Nahimic 3",,,,,,
359,MSI,"₹1,02,000",,Core i7,8550U,Gaming,Netbook,Windows 10 Home Basic (64-bit),357 x 233.7 x 15.9 mm,1.6 kg,1 year Onsite Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,No,Full HD LED Backlit IPS Display,,802.11 a/b/g/n/ac,v5,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,Yes,Yes,Yes,Yes,Gaming Keyboard,Yes,Multi-Touch Gestures Enabled,Internal Microphone,Dual Speakers,,No,Intel Core i7-8550U ,"1.8 GHz, Quad Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,8th Gen,NVIDIA GeForce GTX 1050,16 GB DDR4,512 GB,,,,4 GB,Upto 32 GB,4 Cell Battery,90W Adapter,,,,2,,,,Micro SD,2400 MHz,,,,,,,
360,HP,"₹2,77,000",,Core i7,8850H,"Gaming, Performance",Ultrabook,Windows 10 Professional (64-bit),,2.6 kg,3 years Warranty,FHD IPS eDP,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,,,Yes,Yes,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,Yes,Yes,Yes,Yes,,Yes,Yes,,,,No,Intel,"2.6 GHz, Hexa Core Turbo Boost Upto 4.3 GHz",9 MB,NVIDIA ,8th Gen,Quadro P2000,8 GB,,,,,4 GB,,3 Cell Battery,,,,,,1 TB,7200 RPM,Serial ATA,Yes,,,,,,,,
361,Asus,"₹62,990",,Core i5,8300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),384 x 262 x 24 mm,2.6 kg,1 year Onsite Warranty,Full HD LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,Backlit TN Display,10/100/1000 Mbps,IEEE 802.11ac,v5,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI v1.4 Port,,Yes,Yes,HD 720P Webcam,Illuminated Chiclet 4 Zone RGB Keyboard,Yes,Yes,Built-in Array Microphone,Built-in Dual Speakers,2 x 3.5 W with Smart Amp Speakers,No,Intel Core i5,"2.3 GHz, Quad Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,8th Gen,NVIDIA Geforce GTX 1050 Ti,8 GB DDR4,256 GB,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Slot,Intel HM370,GDDR5 4 GB,Upto 32 GB,4 Cell Battery,150 W AC Adapter,Li-ion Battery,,,2,1 TB,5400 RPM,,SD Card Reader,2666 MHz,,,,,,,
362,Dell,"₹3,48,990",,Core i9,8950HK,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),424 x 332 x 29.9 mm,4.42 kg,1 year Onsite Warranty,Quad HD LED,No,17.3 inches,2560 x 1440 pixels,~ 170,,Yes,Backlit IPS Display with NVIDIA G-sync Enabled,Gigabit Ethernet,IEEE 802.11ac,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI v2.0 Port,,Yes,Yes,Alienware Full HD Webcam,Alienware TactX Keyboard,Yes,Yes,Built-in Digital Microphone,Built-in Speakers,,No,Intel Core i9-8950HK,"2.9 GHz, Hexa Core Turbo Boost Upto 4.8 GHz",12 MB,NVIDIA,8th Gen,NVIDIA Geforce GTX 1080,32 GB DDR4,1 TB,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",Noble Lock Port,,GDDR5 8 GB,Upto 64 GB,6 Cell Battery,,Li-ion Polymer Battery,,,2,1 TB,7200 RPM,,,2666 MHz,"Alienware Sound Center, Microsoft Office Home and Student 2016",Yes,,,,,
363,Dell,"₹5,00,000",,Core i9,9900K,Gaming,Netbook,Windows 10 Home (64-bit),541 x 495 x 137 mm,3.87 kg,1 year Warranty,IPS,No,17.3 inches,1920 x 1080 pixels,~ 127,,Yes,"144Hz,  NVIDIA G-SYNC + Tobii Eyetracking Technology","10/100/1000/2500 Base-T, IPv6",Killer Wireless 1550 2x2 AC,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI 2.0 Port,,Yes,Global Headset Jack,Alienware HD Camera,TactX keyboard,Yes,"AlienFX Backlit, All-points Addressable Trackpad",Dual-array Integrated Microphones,2.0 Speaker configuration,7.1 Digital Audio out using HDMI out connection,No,Intel Core i9-9900K,"3.6 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,9th Gen,NVIDIA RTX 2080,32 GB DDR4,512 GB,,Wedge-Shaped Lock slot,,8 GB,Upto 64 GB,,Dual A/C Adapter Options,,,Upto 4.5 hours,2,1 TB,,PCIe M.2,Yes,2666 MHz,,Yes,,,,,
364,Asus,"₹76,994",,Core i7,8750H,Gaming,Netbook,Windows 10 Home Basic (64-bit),384 x 262 x 25 mm,2.3 kg,1 year Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,No,Full HD LED Backlit IPS Display,10/100/1000 Mbps,802.11 a/b/g/n/ac,v4.2,2 x USB 3.0,1 x HDMI 2.0 Port,,Yes,Yes,Yes,Gaming Keyboard,Yes,Multi-Touch Gestures Enabled,Dual Array Digital Microphone,Stereo Speakers,,No,Intel Core i7-8750H ,"2.2 GHz, Hexa Core Turbo Boost Upto 4.1 GHz",9 MB,NVIDIA,8th Gen,NVIDIA Geforce GTX 1060,8 GB DDR4,256 GB,,Yes,Intel HM370 Express,GDDR5 6 GB,Upto 32 GB,3 Cell Battery,5.5 150W AC Adapter,,,Upto 4 hours,1,1 TB,5400 RPM,SATA,Yes,2400 MHz,,,,,,,
365,Lenovo,"₹1,05,105",,Core i7,8750H,Gaming,Netbook,Windows 10 Home (64-bit),,2.3 kg,No Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,16:9,No,"Full HD, IPS",,802.11 a/b/g/n/ac,v4.1,3 x USB 3.0,1 x HDMI Port,,Yes,Yes,720P HD front camera,,Yes,Yes,Yes,Built-in Dual Speakers,,No,Intel Core i7-8750H,"2.2 GHz, Hexa Core Turbo Boost Upto 4.1 GHz",9 MB,NVIDIA,8th Gen,NVIDIA GeForce GTX1050 Ti,8 GB DDR4,128 GB,,,,GDDR5 4 GB,,,,,,,,1 TB,,,Yes,2666 MHz,,,,,,,
366,Acer,"₹1,59,990",,Core i7,8750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),428 x 298 x 38.7 mm,4 kg,1 year Warranty,Full HD LED Backlit IPS Display,No,17.3 inches,1920 x 1080 pixels,~ 127,,No,Support 144 Hz Refresh Rate with G-sync Enabled,"Gigabit Ethernet, Wake-on-LAN Ready",IEEE 802.11a/b/g/n/ac,v5,"2 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,Yes,HD 720P Webcam,FineTip with Independent Standard Numeric Keypad,Yes,Multi Gesture Touchpad,,Built-in Dual Speakers,"Stereo Speakers with Subwoofer, Acer TrueHarmony Plus Technology for Lower Distortion, Wider Frequency Range, Headphone Like Audio and Powerful Sound, Waves MaxxAudio Sound Technology, Compatible with Cortana with Voice",No,Intel Core i7,"2.2 GHz, Hexa Core Turbo Boost Upto 4.1 GHz",9 MB,NVIDIA,8th Gen,NVIDIA Geforce GTX 1070,16 GB DDR4,256 GB,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Slot,Intel HM370,GDDR5 8 GB,,4 Cell Battery,,"4810 mAh Li-ion Battery, Dual AeroBlade 3D Fans",,Upto 3 hours,4,1 TB,,,,,"Acer Care Center, Acer Configuration Manager, PredatorSense, Acer Quick Access",,,,,,
367,Acer,"₹1,89,990",,Core i7,7700HQ,Gaming,Netbook,Windows 10 Home (64-bit),422 x 321 x 40 mm,4.2 kg,"Onsite, Manufacturing Defects, Physical Damage, 1 Year Domestic Warranty, 1 Year International Warranty",LED,No,17.3 inches,1920 x 1080 pixels,~ 127,,No,Full HD,Gigabit Ethernet,IEEE 802.11a/b/g/n/ac,Yes,4 x USB 3.0,1 x HDMI Port,,Yes,,Yes,FineTip RGB-backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),,Multi Gesture ,Built-in Dual Digital Microphone,Built-in Quad Speakers,"Stereo Speakers, Acer TrueHarmony Plus Technology, Optimized Dolby Audio Premium Sound Enhancement",No,Intel Core i7-7700HQ,"2.8 GHz, Quad Core Turbo Boost Upto 3.8 GHz",6 MB,NVIDIA,7th Gen,NVIDIA GeForce GTX 1070,16 GB DDR4,256 GB,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Slot,,GDDR5 8 GB,,,,,,Upto 3 hours,,2 TB,5400 RPM,,Yes,,"Acer Care Center, Acer Portal, Acer Quick Access, Microsoft Office Home and Student 2016",,,,,,
368,HP,"₹38,290",,Core i3,7100U,"Performance, Gaming",Netbook,Windows 10 Home (64-bit),376 x 246.12 x 22.6 mm,2.18 kg,1 year Onsite Warranty,Full HD LED Backlit Display,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,,,IEEE 802.11b/g/n/ac,v4.2,2 x USB 3.0,1 x HDMI Port,,Yes,,HP TrueVision HD Webcam,Full Size Island Style Keyboard,,Multi Gesture Touchpad,Built-in Digital Microphone,Built-in Dual Speakers,,CD/DVD writer,Intel Core i3-7100U,"2.4 GHz, Dual Core",3 MB,NVIDIA,7th Gen,NVIDIA Geforce MX110,4 GB DDR4,,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",,,GDDR5 2 GB,,3 Cell Battery,,"Li-ion Battery, Miracast Certified",,Upto 13 hours,,1 TB,5400 RPM,,"3-in-1 Card Reader (SD, SDHC, SDXC)",2133 MHz,"HP Audio Switch, HP Support Assistant",,,,,,
369,Asus,"₹5,40,946",,Core i9,8950HK,Gaming,Netbook,Windows 10 (64-bit),425 x 319 x 51 mm,4.7 kg,2 years Warranty,,No,17.3 inches,1920 x 1080 pixels,~ 127,,No,Full HD,Yes,802.11ac,v5,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,,,Yes,Yes,ESS Smart Amp,,No,Intel Core i9-8950HK,"2.9 GHz, Hexa Core Turbo Boost Upto 4.8 GHz",12 MB,NVIDIA,8th Gen,NVIDIA GeForce GTX1080,64 GB DDR4,,,,,8 GB,,8 Cell Battery,,,,,,2 TB,5400 RPM,,Yes,2666 MHz,,,,,Upto 1.2 GHz,,
370,Mechrevo,"₹87,755",,Core i7,8750H,Gaming,Ultrabook,Windows 10 (64-bit),374 x 260 x 27 mm,2.4 kg,No Warranty,"FHD, IPS, LED",No,15.6 inches,1920 x 1080 pixels,~ 141,16:9,No,,,802.11 a/b/g/n/ac,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,720P Front Camera,RGB Light,Yes,No,Yes,Supported,,No,Intel Core i7-8750H,"2.2 GHz, Hexa Core Turbo Boost Upto 4.1 GHz",12 MB,Nvidia,8th Gen,Nvidia GeForce GTX 1060,8 GB DDR4,128 GB,,,,GDDR5 6 GB,Upto 32 GB,,,,,Upto 4 hours,2,1 TB,,,Yes,2666 MHz,,,,,Upto 1.41 GHz,,
371,Mechrevo,"₹82,637",,Core i7,7700HQ,Gaming,Ultrabook,Windows 10 (64-bit),374 x 260 x 27 mm,2.1 kg,No Warranty,"FHD, IPS, LED",No,15.6 inches,1920 x 1080 pixels,~ 141,16:9,No,,,802.11 a/b/g/n/ac,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,720P Front Camera,RGB Light,Yes,No,Yes,Supported,,No,Intel Core i7-7700HQ,"2.2 GHz, Quad Core Turbo Boost Upto 3.8 GHz",12 MB,NVIDIA,8th Gen,NVIDIA GeForce GTX 1050 Ti,8 GB DDR4,128 GB,,,,GDDR5 4 GB,Upto 16 GB,,,,,Upto 5 hours,2,1 TB,,,Yes,2400 MHz,,,,,Upto 1.35 GHz,,
372,Mechrevo,"₹90,789",,Core i7,8750H,Gaming,Ultrabook,Windows 10 (64-bit),359 x 242 x 23 mm,2.1 kg,No Warranty,"FHD, IPS, LED",No,15.6 inches,1920 x 1080 pixels,~ 141,16:9,No,,,802.11 a/b/g/n/ac,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,RGB Light,Yes,No,Yes,,,No,Intel Core i7-8750H,"2.2 GHz, Hexa Core Turbo Boost Upto 4.1 GHz",12 MB,Nvidia,8th Gen,Nvidia GeForce GTX 1050 Ti,8 GB DDR4,128 GB,,,,GDDR5 4 GB,Upto 32 GB,,,,,Upto 4 hours,2,1 TB,,,Yes,2666 MHz,,,,,Upto 1.35 GHz,,
373,MSI,"₹2,99,990",,Core i7,7820HK,Gaming,,Windows 10 Professional (64-bit),,4.5 kg,2 years Warranty,LED,No,17.3 inches,1920 x 1080 pixels,~ 127,,No,Full HD LED Display,No,802.11 a/b/g/n/ac,v4.1,5 x USB 3.0,1 x HDMI Port,,Yes,Yes,"Yes, 2 MP",Mechanical Backlight Keyboard (Full-Color),Yes,Multi-touch Gesture support,Internal Microphone,Dual Speakers with SubWoofer,,No,Intel Core i7-7820HK ,"2.9 GHz, Quad Core Turbo Boost Upto 3.9 GHz",8 MB,NVIDIA,7th Gen,NVIDIA GeForce GTX 1080,32 GB DDR4,512 GB,,,Intel CM238 Express,8 GB,Upto 64 GB,8 Cell Battery,,,,,4,1 TB,7200 RPM,SATA,Yes,2400 MHz,,,,,Upto 350 MHz,Yes,
374,Asus,"₹1,45,000",,Core i7,8750H,Gaming,,Windows 10 Home Basic (64-bit),,2.4 kg,1 Year,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,No,Full HD LED Backlit IPS Display,,802.11 a/b/g/n/ac,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Gaming Keyboard,Yes,Multi-Touch Gestures Enabled,Dual Array Digital Microphone,Stereo Speakers,,No,Intel Core i7-8750H ,"1.8 GHz, Hexa Core",9 MB,NVIDIA,8th Gen,NVIDIA Geforce GTX 1070,8 GB DDR4,512 GB,,Yes,,8 GB,Upto 32 GB,6 Cell Battery,,,,,2,1 TB,5400 RPM,SATA,Yes,2666 MHz,,,,,Upto 350 MHz,,
375,Asus,"₹57,990",,Core i5,8250U,Gaming,Netbook,Windows 10 Home Basic (64-bit),374.6 x 256 x 21.9 mm,1.9 kg,1 year Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,No,Full HD LED Backlit IPS Display,,802.11 a/b/g/n/ac,v4.1,2 x USB 3.0,1 x HDMI Port,,Yes,Yes,Yes,Gaming Keyboard,Yes,Multi-Touch Gestures Enabled,Dual Array Digital Microphone,Stereo Speakers,,No,Intel Core i5-8250U ,"1.6 GHz, Quad Core Turbo Boost Upto 3.4 GHz",6 MB,NVIDIA,8th Gen,NVIDIA GeForce GTX 1050,8 GB DDR4,,,,,4 GB,Upto 16 GB,3 Cell Battery,,,,,1,1 TB,5400 RPM,SATA,Yes,2400 MHz,,,,,,,
376,Asus,"₹99,990",,Core i7,8750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),,2.4 kg,1 year Onsite Warranty,Full HD LED Backlit IPS Display,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,,10/100/1000 Mbps,IEEE 802.11ac,v5,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI v2.0 Port,,Yes,,HD 720P Webcam,Illuminated Chiclet Keyboard 4-Zone RGB,,Yes,Built-in Array Microphones,Built-in Dual Speakers,,No,Intel Core i7,"2.2 GHz, Hexa Core Turbo Boost Upto 4.1 GHz",9 MB,NVIDIA,8th Gen,NVIDIA Geforce GTX 1060,16 GB DDR4,256 GB,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Slot,Intel HM370,GDDR5 6 GB,,4 Cell Battery,,,,,2,1 TB,5400 RPM,,SD Card Reader,2666 MHz,,,,,,,
377,Dell,"₹1,60,000",,Core i7,8750H ,Gaming,Netbook,Windows 10,363.22 x 274.32 x 20.32 mm,2.18 kg,1 Year Warranty,IPS,No,15.6 inches,3480 x 2160 pixels,~ 141,,No,,,Yes,Yes,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI 2.0 Port,,Yes,Yes,Yes,,Yes,Yes,Yes,,,No,Intel Core i7-8750H,"2.2 GHz, Hexa Core Turbo Boost Upto 4.1 GHz",9 MB,Nvidia,8th Gen,Nvidia GE Force RTX 2070,16 GB DDR4,1 TB,,,,DDR5 8 GB,Upto 32 GB,,,,,Upto 17 hours,,,,,,2666 MHz,,Yes,,,,,
378,MSI,"₹72,990",,Core i5,7300HQ,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),,2.2 kg,2 years Warranty,Full HD LED Backlit Wideview Display,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,,Gigabit LAN,IEEE 802.11ac,v4.2,1 x USB 3.0,1 x HDMI Port,,Yes,,HD Webcam,Backlight Keyboard (Single Color),,Yes,Built-in Microphone,Built-in Quad Speakers,,No,Intel Core i5,2.5 GHz Turbo Boost Upto 3.5 GHz,6 MB,NVIDIA,7th Gen,NVIDIA Geforce GTX 1050,8 GB DDR4,,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",,,GDDR5 4 GB,,6 Cell Battery,,,,,,1 TB,,,,,"Dragon Center, X Boost, WTF, SHIFT, SSE, Xsplit Gamecaster",,,,,,
379,Dell,"₹1,89,990",,Core i7,7700HQ,Gaming,Netbook,Windows 10 Home (64-bit),,4.42 kg,1 year Onsite Warranty,Full HD LED Backlit IPS 300-nits Display (Enabled with Tobii Eye-tracking),No,17.3 inches,1920 x 1080 pixels,~ 127,,Yes,,Killer Lan,IEEE 802.11ac,v4.1,No USB Port,1 x HDMI v2.0 Port,,Yes,,Alienware HD + IR Presence Detection Webcam,,Yes,Yes,Built-in Microphone,Built-in Speakers,,No,Intel Core i7,2.8 GHz Turbo Boost Upto 3.8 GHz,6 MB,NVIDIA,7th Gen,NVIDIA Geforce GTX 1070,16 GB DDR4,512 GB,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",Noble Lock Port,,GDDR5 8 GB,,,,,,Upto 10 hours,2,1 TB,7200 RPM,,,2400 MHz,"Alienware Command Center, Microsoft Office Home and Student 2016",,,,,,
380,HP,"₹54,990",,Core i5,8300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),382.5 x 252.5 x 24.4 mm,2.3 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,Full HD LED Backlit Wideview Display,Integrated 10/100/1000 Gigabit LAN,IEEE 802.11a/b/g/n/ac,v4.2,"2 x USB 3.0, 1 x USB 2.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,Full-size Textured Island Style ,Yes,HP Imagepad with Multi-Touch Gesture Support,Dual Array Digital Microphones,Built-in Dual Speakers,"Bang and Olufsen Play, DTS Studio Sound, HP Audio Boost",No,Intel Core i5-8300H,"2.3 GHz, Quad Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,8th Gen,NVIDIA Geforce GTX 1050,8 GB DDR4,,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",Kensington MiniSaver Security Lock,Intel HM370,GDDR5 4 GB,,3 Cell Battery,,"Li-ion Polymer Battery, Supports Fast Charge, Miracast Certified",,,1,1 TB,5400 RPM,SATA,"3-in-1 Card Reader (SD, SDHC, SDXC)",2400 MHz,"HP Audio Switch, HP Support Assistant, HP Connection Optimizer",,,,,,
381,MSI,"₹3,99,990",,Core i7,8850H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),,5.5 kg,2 years Warranty,Full HD LED Backlit Wideview IPS Display with NVIDIA G-Sync Support,No,18.4 inches,1920 x 1080 pixels,~ 120,,Yes,Full HD LED IPS Display,No,IEEE 802.11ac,v5,"1 x USB Type-C, 5 x USB 3.0",1 x HDMI Port,,Yes,Yes,Full HD Webcam,Cherry MX Mechanical (Per-key Full Color),Yes,Dual Functions Intelligent ,Built-in Microphone,Built-in Quad Speakers,,CD/DVD writer,Intel Core i7-8850H,2.6 GHz Turbo Boost Upto 4.3 GHz,9 MB,NVIDIA,8th Gen,NVIDIA Geforce GTX 1080,32 GB DDR4,512 GB,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents, Laptop Bag",,Intel CM246 Express,GDDR5 8 GB,,8 Cell Battery,,,,,2,1 TB,,SATA,"3-in-1 Card Reader (SD, SDHC, SDXC)",2400 MHz,"Xsplit Gamecaster, True Color 2.0, Nahimic 3, Cooler Boost Titan, Dragon Center 2.0",,,,,Yes,
382,MSI,"₹74,990",,Core i7,8750H,Gaming,,Windows 10 Home (64-bit),359 x 254 x 21.7 mm,1.86 kg,2 Years Carry In Warranty,Full HD LED Backlit IPS Display,No,15.6 inches,1920 x 1080 pixels,~ 141,,No,,Gigabit Ethernet LAN,IEEE 802.11ac,v5,3 x USB 3.0,1 x HDMI Port,,Yes,Yes,HD Webcam,Backlight Keyboard (Single Color - Red),,Touchpad,Built-in Microphone,Built-in Dual Speakers,2 x 2 W Speakers,No,Intel Core i7 (8th Gen),"2.2 GHz, Hexa Core Turbo Boost Upto 2.2 GHz",9 MB,NVIDIA,8th Gen,NVIDIA Geforce GTX 1050 Ti,8 GB DDR4,128 GB,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",,,GDDR5 4 GB,,3 Cell Battery,120 W AC Adapter,,,,2,1 TB,,,3-in-1 Card Reader,,"Dragon Center 2.0, Cooler Boost 5, Nahimic 3",,,,,,
383,Dell,"₹88,000",,Core i7,8750H,Gaming,,Windows 10 Home Premium (64-bit),380 x 258 x 22.7 mm,2.4 kg,1 Year,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,FHD IPS Anti-Glare LED-Backlit Display,No,802.11 a/b/g/n/ac,v5,2 x USB 3.0,1 x HDMI Port,,,yes,yes,"Gaming Keyboard, Backlit Keyboard",Yes,Touchpad with Multi-touch Gesture Support,Dual Array Digital Microphone,Two Tuned Speakers,,No Optical Drive,Intel Core i7 (8th Gen),"2.2 GHz, Hexa Core",9 MB,NVIDIA,8th Gen,NVIDIA Geforce GTX 1050Ti,16 GB DDR4,256 GB,,,,4 GB,,4 Cell Battery,,,,,1,1 TB,,SATA,yes,2666 MHz,,,,,,,
384,MSI,"₹84,990",,Core i7,8750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),383 x 260 x 29 mm,2.2 kg,2 years Warranty,Full HD LED Backlit Wideview Display,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,,Gigabit Ethernet LAN,IEEE 802.11ac,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,HD Webcam,Gaming Keyboard by SteelSeries with Red Color Backlighting,Yes,Yes,Built-in Microphone,Built-in Quad Speakers,"4 x 2 W Speakers, Nahimic 3 Audio Technology Delivering 360 Degree Immersive Audio Experience",No,Intel Core i7 (8th Gen),"2.2 GHz, Hexa Core Turbo Boost Upto 4.1 GHz",9 MB,NVIDIA,8th Gen,NVIDIA Geforce GTX 1060,16 GB DDR4,128 GB,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",,Intel HM370,GDDR5 6 GB,,6 Cell Battery,,"Li-ion Battery, Exclusive Cooler Boost 4 Technology",,,2,1 TB,,,"3-in-1 Card Reader (SD, SDHC, SDXC)",,"Dragon Center 2.0, Cooler Boost 5, Nahimic 3",,,,,,
385,Microsoft,"₹1,53,565",,Core i7,Surface Book (CR7-00001),"Everyday Use, Gaming, Performance",Hybrid,Windows 10 Professional (64-bit),,1.5 kg,1 Year,LCD,No,13.5 inches,3000 x 2000 pixels,~ 267,,No,PixelSense Detachable Display,No,802.11 a/b/g/n/ac,v4,2 x USB 3.0,,,Yes,Yes,"Yes, 5 MP",Detachable keyboard,,with Multi-touch Gestures Support,Dual Microphone,Stereo Speakers,,No,Intel Core i7-6600U ,2.6 GHz,4,NVIDIA,6th Gen,Nvidia GeForce,16 GB LPDDR3,512 GB,"Laptop, Charger, User Manual",,,,,4 Cell Battery,,,,Upto null hours,1,,6600 RPM,,Yes,,,,,,,,
386,HP,"₹69,413",,Core i3,1KV34UA,Gaming,,Windows 10 Home (64-bit),,,1 Year manufaturer warranty,,No,17.3 inches,1600 x 900 pixels,~ 106,16:9,No,,Yes,Integrated 10/100/1000 GbE,v4.2,No USB Port,1 x HDMI Port,,,,"HP TrueVision HD Camera with integrated digital microphone, 0.92 MP",Full-size island-style keyboard with integrated numeric keypad,,Touchpad with multi-touch gesture support,Yes,Dual,,CD/DVD writer,Intel Core i3 7th Gen,,,Intel,7th Gen,Intel Integrated Intel,8 GB DDR4,,"HP Notebook Laptop, Charger, User Manual",Yes,,,,3 Cell Battery,,,,,,1 TB,5400 RPM,,1,,,,,,,,
